,audio_path,machine,year,domain,attribute,label
27,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0027_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
28,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0028_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
29,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0029_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
30,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0030_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
31,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0031_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
32,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0032_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
33,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0033_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
34,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0034_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
35,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0035_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
36,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0036_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
37,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0037_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
38,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0038_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
39,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0039_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
40,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0040_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
41,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0041_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
42,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0042_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
43,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0043_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
44,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0044_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
45,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0045_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
46,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0046_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
47,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0047_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
48,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0048_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
49,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0049_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
50,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0050_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
51,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0051_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
52,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0052_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
53,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0053_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
54,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0054_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
55,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0055_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
56,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0056_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
57,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0057_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
58,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0058_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
59,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0059_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
60,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0060_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
61,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0061_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
62,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0062_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
63,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0063_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
64,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0064_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
65,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0065_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
66,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0066_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
67,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0067_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
68,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0068_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
69,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0069_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
70,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0070_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
71,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0071_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
72,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0072_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
73,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0073_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
74,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0074_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
75,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0075_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
76,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0076_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
77,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0077_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
78,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0078_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
79,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0079_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
80,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0080_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
81,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0081_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
82,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0082_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
83,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0083_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
84,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0084_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
85,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0085_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
86,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0086_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
87,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0087_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
88,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0088_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
89,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0089_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
90,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0090_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
91,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0091_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
92,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0092_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
93,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0093_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
94,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0094_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
95,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0095_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
96,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0096_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
97,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0097_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
98,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0098_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
99,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0099_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
100,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0100_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
101,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0101_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
102,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0102_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
103,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0103_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
104,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0104_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
105,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0105_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
106,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0106_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
107,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0107_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
108,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0108_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
109,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0109_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
110,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0110_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
111,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0111_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
112,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0112_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
113,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0113_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
114,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0114_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
115,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0115_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
116,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0116_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
117,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0117_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
118,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0118_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
119,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0119_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
120,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0120_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
121,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0121_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
122,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0122_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
123,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0123_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
124,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0124_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
125,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0125_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
126,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0126_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
127,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0127_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
128,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0128_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
129,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0129_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
130,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0130_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
131,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0131_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
132,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0132_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
133,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0133_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
134,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0134_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
135,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0135_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
136,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0136_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
137,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0137_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
138,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0138_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
139,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0139_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
140,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0140_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
141,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0141_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
142,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0142_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
143,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0143_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
144,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0144_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
145,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0145_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
146,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0146_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
147,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0147_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
148,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0148_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
149,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0149_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
150,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0150_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
151,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0151_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
152,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0152_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
153,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0153_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
154,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0154_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
155,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0155_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
156,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0156_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
157,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0157_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
158,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0158_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
159,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0159_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
160,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0160_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
161,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0161_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
162,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0162_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
163,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0163_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
164,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0164_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
165,/mnt/storage1/asd/2025/data/ToyTrain/train/section_00_source_train_normal_0165_noAttribute.wav,ToyTrain,2025,source,noAttribute,ToyTrain_source_noAttribute
